0.000000000000000000e+00	3.311645727747032364e-01
1.999999955296516418e-02	2.851519360587000396e-01
3.999999910593032837e-02	-4.818136318833392551e-01
5.999999865889549255e-02	8.032780806181825106e-01
7.999999821186065674e-02	-8.212202992922050804e-01
9.999999776482582092e-02	3.009308886948152129e-01
1.199999973177909851e-01	-8.689126015493915389e-01
1.399999968707561493e-01	6.059976272910345685e-01
1.599999964237213135e-01	9.944600087801225285e-02
1.799999959766864777e-01	-4.991301498317848306e-01
1.999999955296516418e-01	4.155897727499602290e-01
2.199999950826168060e-01	-3.095774335846714909e-01
2.399999946355819702e-01	1.038151123142756482e-01
2.599999941885471344e-01	8.174214941745665541e-01
2.799999937415122986e-01	3.714869668382414503e-01
2.999999932944774628e-01	-2.418876627587871475e-01
3.199999928474426270e-01	4.168419201568380750e-01
3.399999924004077911e-01	-6.935975827484937017e-01
3.599999919533729553e-01	6.987143190039803997e-01
3.799999915063381195e-01	-4.827066676263047640e-01
3.999999910593032837e-01	3.323540820819574915e-01
4.199999906122684479e-01	8.363145341037525604e-02
4.399999901652336121e-01	-3.301881189565303298e-01
4.599999897181987762e-01	3.273909870514184473e-01
4.799999892711639404e-01	8.967115738220368115e-01
4.999999888241291046e-01	8.737355333388210354e-01
5.199999883770942688e-01	-2.487298814644445244e-02
5.399999879300594330e-01	8.825344736778939492e-02
5.599999874830245972e-01	-4.076400530252377585e-02
5.799999870359897614e-01	7.047111357146029764e-01
5.999999865889549255e-01	5.802441673914835452e-01
6.199999861419200897e-01	4.206403875560031924e-01
6.399999856948852539e-01	-3.989806263282453802e-01
6.599999852478504181e-01	2.027354323744456899e-02
6.799999848008155823e-01	9.821432315522513612e-01
6.999999843537807465e-01	5.121696581055426023e-01
7.199999839067459106e-01	-8.605988023610500193e-01
7.399999834597110748e-01	6.525163448614894612e-01
7.599999830126762390e-01	2.988855731880404321e-01
7.799999825656414032e-01	8.883726871829236149e-01
7.999999821186065674e-01	-3.920597019685234663e-02
8.199999816715717316e-01	-7.702166602447964028e-01
8.399999812245368958e-01	-1.858419033316265345e-01
8.599999807775020599e-01	6.143344658306286732e-01
8.799999803304672241e-01	1.535072500191403400e-02
8.999999798834323883e-01	-6.920906487793354600e-02
9.199999794363975525e-01	3.837338615720204960e-01
